"Start diffusion","End diffusion","Period","Packets number","Debit","Distance"
"26","27.953125","1.953125","17","8.704","3.500851"
"26","27.953125","1.953125","17","8.704","8.811671"
"26","27.953125","1.953125","17","8.704","10.199028"
"26","27.953125","1.953125","17","8.704","24.553778"
"26","27.953125","1.953125","17","8.704","17.766181"
"26","27.953125","1.953125","17","8.704","11.991254"
"26","27.953125","1.953125","17","8.704","1.502857"
"26","27.953125","1.953125","17","8.704","3.70029"
"26","27.953125","1.953125","17","8.704","29.593965"
"26","27.953125","1.953125","17","8.704","14.89213"
"26","27.953125","1.953125","16","8.192","15.811703"
"26","27.953125","1.953125","16","8.192","12.790339"
"26","27.953125","1.953125","16","8.192","24.768895"
"26","27.953125","1.953125","16","8.192","6.639879"
"26","27.953125","1.953125","16","8.192","9.822705"
"26","27.953125","1.953125","16","8.192","17.510777"
"26","27.965408805031","1.9654088050314","15","7.632","25.848779"
"26","27.965408805031","1.9654088050314","15","7.632","28.759813"
"26","27.965408805031","1.9654088050314","15","7.632","3.458765"
"26","27.965408805031","1.9654088050314","15","7.632","3.452857"
"27","170.359","143.359","3846","26.827754099847","17.435892"
"27","28.953125","1.953125","17","8.704","4.600914"
"27","28.953125","1.953125","17","8.704","10.748688"
"27","28.953125","1.953125","17","8.704","21.588966"
"27","28.953125","1.953125","17","8.704","14.783528"
"27","28.953125","1.953125","17","8.704","24.627121"
"27","28.953125","1.953125","17","8.704","13.691064"
"27","28.953125","1.953125","17","8.704","24.07893"
"27","28.953125","1.953125","17","8.704","5.026239"
"27","28.953125","1.953125","16","8.192","3.864812"
"27","28.953125","1.953125","16","8.192","21.778038"
"27","28.953125","1.953125","16","8.192","20.664757"
"27","28.953125","1.953125","16","8.192","29.625309"
"27","28.953125","1.953125","16","8.192","12.94591"
"27","29.705139765555","2.7051397655546","18","6.654","25.743657"
"27","29.705139765555","2.7051397655546","18","6.654","26.631137"
"27","29.705139765555","2.7051397655546","18","6.654","22.097937"
"27","29.705139765555","2.7051397655546","18","6.654","4.717259"
"27","29.705139765555","2.7051397655546","18","6.654","3.692224"
"27","29.705139765555","2.7051397655546","18","6.654","13.835977"
"27","29.705139765555","2.7051397655546","18","6.654","28.448076"
"27","29.084018865855","2.084018865855","19","9.117","5.508965"
"27","29.084018865855","2.084018865855","19","9.117","8.490389"
"27","29.084018865855","2.084018865855","19","9.117","27.831979"
"27","29.084018865855","2.084018865855","19","9.117","3.798493"
"27","28.953125","1.953125","20","10.24","23.717828"
"27","28.953125","1.953125","20","10.24","10.759948"
"28","29.953125","1.953125","7","3.584","1.836743"
"28","441.756","413.756","2385","5.7642668625953","27.548924"
"28","29.953125","1.953125","7","3.584","5.652974"
"28","29.953125","1.953125","7","3.584","18.555891"
"28","29.953125","1.953125","7","3.584","28.596857"
"28","29.953125","1.953125","7","3.584","21.611793"
"28","29.953125","1.953125","7","3.584","9.492766"
"28","29.953125","1.953125","7","3.584","10.455929"
"28","29.953125","1.953125","7","3.584","7.546184"
"28","29.953125","1.953125","16","8.192","5.423178"
"28","29.953125","1.953125","16","8.192","3.636035"
"28","29.953125","1.953125","16","8.192","2.572857"
"28","29.953125","1.953125","16","8.192","15.996739"
"28","29.953125","1.953125","16","8.192","21.695534"
"28","29.953125","1.953125","16","8.192","29.506701"
"28","29.953125","1.953125","16","8.192","11.395714"
"28","29.953125","1.953125","16","8.192","14.808076"
"28","29.953125","1.953125","16","8.192","4.568207"
"28","30.748371335505","2.7483713355049","27","9.824","23.455945"
"28","30.748371335505","2.7483713355049","27","9.824","7.018805"
"28","30.748371335505","2.7483713355049","27","9.824","3.048105"
"28","30.748371335505","2.7483713355049","27","9.824","6.746997"
"28","30.748371335505","2.7483713355049","27","9.824","27.046601"
"28","30.748371335505","2.7483713355049","27","9.824","29.78729"
"28","30.748371335505","2.7483713355049","27","9.824","21.395904"
"28","30.748371335505","2.7483713355049","27","9.824","13.4"
"28","30.748371335505","2.7483713355049","27","9.824","23.720117"
"28","30.748371335505","2.7483713355049","27","9.824","28.176214"
"28","30.748371335505","2.7483713355049","27","9.824","1.139854"
"28","31.68","3.68","23","6.25","14.499088"
"28","31.68","3.68","23","6.25","10.256822"
"28","31.68","3.68","23","6.25","20.209038"
"28","31.68","3.68","23","6.25","7.012252"
"28","35","7","21","3","4.522157"
"28","35","7","21","3","16.487429"
"28","35","7","21","3","3.478659"
"28","29.953125","1.953125","17","8.704","22.846222"
"28","29.953125","1.953125","17","8.704","1.751429"
"28","29.953125","1.953125","17","8.704","4.689046"
"28","29.953125","1.953125","11","5.632","24.668175"
"28","29.953125","1.953125","11","5.632","14.692714"
"28","29.953125","1.953125","11","5.632","12"
"28","29.953125","1.953125","11","5.632","16.487694"
"28","29.953125","1.953125","11","5.632","17.575829"
"28","29.953125","1.953125","11","5.632","17.599344"
"28","29.953125","1.953125","11","5.632","27.410989"
"28","30.08","2.08","13","6.25","5.25"
"28","30.08","2.08","13","6.25","25.491862"
"29","31.08","2.08","13","6.25","7.325904"
"29","482.359","453.359","7500","16.543181011075","21.543891"
"29","31.08","2.08","13","6.25","18.269028"
"29","31.08","2.08","13","6.25","29.720347"
"29","31.08","2.08","13","6.25","10.889009"
"29","31.08","2.08","13","6.25","12.482682"
"29","31.08","2.08","13","6.25","19.539545"
"29","30.953125","1.953125","7","3.584","10.042893"
"29","30.953125","1.953125","7","3.584","12.971562"
"29","30.953125","1.953125","7","3.584","15.713883"
"29","30.953125","1.953125","7","3.584","14.735017"
"29","30.953125","1.953125","7","3.584","4.855808"
"29","30.953125","1.953125","7","3.584","2.447172"
"29","30.953125","1.953125","7","3.584","21.241414"
"29","30.953125","1.953125","7","3.584","11.530307"
"29","30.953125","1.953125","17","8.704","13.5"
"29","30.953125","1.953125","17","8.704","29"
"29","30.953125","1.953125","17","8.704","4.723178"
"29","30.953125","1.953125","17","8.704","12.309274"
"29","30.953125","1.953125","17","8.704","9.675375"
"29","30.953125","1.953125","20","10.24","4.50117"
"29","30.953125","1.953125","20","10.24","11.371951"
"29","30.953125","1.953125","20","10.24","11.773825"
"29","30.953125","1.953125","20","10.24","9.819621"
"29","30.953125","1.953125","20","10.24","23.028198"
"29","30.953125","1.953125","20","10.24","10.494273"
"29","30.953125","1.953125","20","10.24","4.753723"
"29","31.08","2.08","13","6.25","24.669569"
"29","31.08","2.08","13","6.25","17.591953"
"29","31.08","2.08","13","6.25","15.502896"
"29","31.08","2.08","13","6.25","9.557739"
"30","31.953125","1.953125","12","6.144","9.960804"
"30","31.953125","1.953125","12","6.144","29.500303"
"30","153.821","123.821","500","4.0380872388367","12.453987"
"30","31.953125","1.953125","12","6.144","12.690201"
"30","31.953125","1.953125","12","6.144","8.953032"
"30","31.953125","1.953125","12","6.144","16.971429"
"30","31.953125","1.953125","12","6.144","13.871429"
"30","31.953125","1.953125","12","6.144","9.887543"
"30","31.953125","1.953125","12","6.144","11.683423"
"30","31.953125","1.953125","12","6.144","7.640076"
"30","31.953125","1.953125","12","6.144","7.863338"
"30","31.953125","1.953125","11","5.632","1.812764"
"30","31.953125","1.953125","11","5.632","22.599429"
"30","31.953125","1.953125","11","5.632","10.854477"
"30","31.953125","1.953125","11","5.632","16.747201"
"30","31.953125","1.953125","11","5.632","18.510641"
"30","31.953125","1.953125","11","5.632","14.640671"
"30","31.953125","1.953125","11","5.632","29.65987"
"30","32.052739617875","2.0527396178746","13","6.333","1.915779"
"30","32.052739617875","2.0527396178746","13","6.333","10.524509"
"30","32.052739617875","2.0527396178746","13","6.333","7.550073"
"30","32.052739617875","2.0527396178746","13","6.333","27.96849"
"30","32.052739617875","2.0527396178746","13","6.333","6.6437"
"30","32.705139765555","2.7051397655546","18","6.654","3.5"
"30","32.705139765555","2.7051397655546","18","6.654","4.638864"
"30","32.705139765555","2.7051397655546","18","6.654","21.124356"
"30","32.705139765555","2.7051397655546","18","6.654","2.984036"
"30","32.705139765555","2.7051397655546","18","6.654","5.653487"
"30","32.705139765555","2.7051397655546","18","6.654","12.094632"
"30","32.705139765555","2.7051397655546","18","6.654","29.43987"
"30","32.084018865855","2.084018865855","19","9.117","1.341894"
"30","32.084018865855","2.084018865855","19","9.117","8.765225"
"30","32.084018865855","2.084018865855","19","9.117","16.231015"
"30","32.084018865855","2.084018865855","19","9.117","20.323265"
"30","32.084018865855","2.084018865855","19","9.117","12.23455"
"30","32.705139765555","2.7051397655546","18","6.654","23.812303"
"30","32.705139765555","2.7051397655546","18","6.654","8.423489"
"30","32.705139765555","2.7051397655546","18","6.654","7.873732"
"30","32.705139765555","2.7051397655546","18","6.654","21.129875"
"30","32.705139765555","2.7051397655546","18","6.654","1.321765"
"31","375.335","344.335","992","2.8809153876312","13.56"
"31","33.705139765555","2.7051397655546","18","6.654","29"
"31","33.705139765555","2.7051397655546","18","6.654","21.5"
"31","33.705139765555","2.7051397655546","18","6.654","4.465398"
"31","33.705139765555","2.7051397655546","18","6.654","3.9999"
"31","32.953125","1.953125","16","8.192","23.431287"
"31","32.953125","1.953125","16","8.192","2.25"
"31","32.953125","1.953125","16","8.192","1.342678"
"31","33.084018865855","2.084018865855","19","9.117","29.5"
"31","33.084018865855","2.084018865855","19","9.117","12.432198"
"31","33.084018865855","2.084018865855","19","9.117","16.645938"
"31","33.084018865855","2.084018865855","19","9.117","27.354109"
"31","33.084018865855","2.084018865855","19","9.117","11.154093"
"31","33.084018865855","2.084018865855","19","9.117","22.234987"
"31","33.705139765555","2.7051397655546","18","6.654","13.476555"
"31","33.705139765555","2.7051397655546","18","6.654","20.43987"
"31","33.705139765555","2.7051397655546","18","6.654","23.465789"
"31","33.705139765555","2.7051397655546","18","6.654","2.124387"
"31","33.705139765555","2.7051397655546","18","6.654","8.498733"
"31","33.705139765555","2.7051397655546","18","6.654","19.375694"
"31","33.705139765555","2.7051397655546","18","6.654","4.435678"
"31","33.705139765555","2.7051397655546","18","6.654","7.25"
"31","36.012531328321","5.0125313283208","32","6.384","9.5"
"31","36.012531328321","5.0125313283208","32","6.384","10.463926"
"31","36.012531328321","5.0125313283208","32","6.384","29.5"
"31","36.012531328321","5.0125313283208","32","6.384","22.765894"
"31","36.012531328321","5.0125313283208","32","6.384","1.348195"
"32","37.012531328321","5.0125313283208","32","6.384","6.570483"
"32","36.419191919192","4.4191919191919","28","6.336","14.75"
"32","36.419191919192","4.4191919191919","28","6.336","21.196874"
"32","34.6","2.6","26","10","12.758697"
"32","34.6","2.6","26","10","19.676155"
"32","34.6","2.6","26","10","4.3758697"
"32","34.6","2.6","26","10","9.675855"
"32","34.6","2.6","26","10","10.574893"
"32","34.6","2.6","26","10","2.486909"
"32","34.705139765555","2.7051397655546","18","6.654","22.47689"
"32","34.705139765555","2.7051397655546","18","6.654","16.476098"
"32","34.705139765555","2.7051397655546","18","6.654","13.456389"
"32","34.705139765555","2.7051397655546","18","6.654","12.468594"
"32","35","3","24","8","27.465984"
"32","35","3","24","8","2.340984"
"33","40","7","21","3","28.5"
"33","40","7","21","3","29.567482"
"33","40","7","21","3","16.522"
"33","40","7","21","3","8.75"
"33","36.68","3.68","23","6.25","3.354869"
"33","36.68","3.68","23","6.25","29"
"33","36.68","3.68","23","6.25","13"
"33","36.68","3.68","23","6.25","17.530967"
"33","36.68","3.68","23","6.25","27.130973"
"33","36.68","3.68","23","6.25","21.510948"
"33","35.374784110535","2.3747841105354","22","9.264","11.510484"
"33","35.374784110535","2.3747841105354","22","9.264","4.518765"
"33","35.374784110535","2.3747841105354","22","9.264","8"
"33","35.374784110535","2.3747841105354","22","9.264","25.25"
"33","35.374784110535","2.3747841105354","22","9.264","28.548723"
"33","35.374784110535","2.3747841105354","22","9.264","2.265485"
"33","35.374784110535","2.3747841105354","22","9.264","13.576513"
"33","227.514","194.514","995","5.1153130365938","27.13"
"33","156.359","123.359","493","3.9964656004021","29.22"
